term,category,meaning,register,emotion,use_when,respelling_en,ipa_phonemic,ipa_phonetic,jp_kana,origin,language,pitch_semitones,pace_wpm,energy,breathiness,intonation,voice_style_tags,triggers_regex
😜,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😜
🤪,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤪
🤗,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤗
🤭,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤭
🫢,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫢
🫣,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫣
🤫,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤫
😬,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😬
🤤,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤤
🥵,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥵
🥶,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥶
🤒,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤒
🤧,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤧
🤕,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤕
🤠,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤠
🫡,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫡
🤥,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤥
🤑,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤑
😎,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😎
🤓,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤓
🧐,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🧐
😕,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😕
😟,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😟
🙁,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🙁
☹️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,☹️
😣,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😣
😖,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😖
😫,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😫
😩,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😩
🥱,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥱
😪,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😪
😶‍🌫️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😶‍🌫️
😶,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😶
😑,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😑
😒,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😒
🙄,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🙄
🤔,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤔
🫥,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫥
🫨,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫨
😯,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😯
😲,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😲
🤐,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤐
🙌,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🙌
👐,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,👐
👍,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,👍
👎,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,👎
✌️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,✌️
🤞,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤞
🤟,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤟
🤘,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤘
👌,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,👌
🫰,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫰
🫵,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫵
👊,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,👊
🤛,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤛
🤜,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤜
🤌,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤌
🙏,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🙏
💪,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,💪
💫,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,💫
🫧,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🫧
💥,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,💥
💯,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,💯
♨️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,♨️
🎊,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🎊
🎈,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🎈
🪄,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🪄
🧿,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🧿
🔮,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🔮
💎,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,💎
🪩,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🪩
🎮,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🎮
🕹️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🕹️
🪫,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🪫
🔋,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🔋
⚙️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,⚙️
🧩,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🧩
🌀,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌀
🪅,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🪅
🍀,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍀
🍓,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍓
🍒,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍒
🍬,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍬
🍭,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍭
🍪,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍪
🍰,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍰
🧁,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🧁
🍩,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍩
🍨,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍨
🍦,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍦
🍫,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍫
☕,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,☕
🧋,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🧋
🥤,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥤
🍹,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍹
🍸,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍸
🍻,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍻
🥂,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥂
🍺,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍺
🍾,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍾
🥟,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥟
🍙,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍙
🍡,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍡
🍢,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍢
🍜,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍜
🍣,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍣
🍱,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍱
🍚,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍚
🍘,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍘
🍥,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍥
🥠,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥠
🍧,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🍧
🌈,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌈
🌙,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌙
☀️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,☀️
🌤️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌤️
🌧️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌧️
⛈️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,⛈️
🌪️,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌪️
🌊,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🌊
